dteday,season,yr,weekday,hr,rider_type,riders,price,COGS,revenue,profit
3/1/2021,1,0,1,0,casual,0,3.99,1.24,0,-1.24
3/1/2021,1,0,1,1,casual,0,3.99,1.24,0,-1.24
3/1/2021,1,0,1,4,casual,0,3.99,1.24,0,-1.24
3/1/2021,1,0,1,5,casual,0,3.99,1.24,0,-1.24
3/1/2021,1,0,1,6,casual,0,3.99,1.24,0,-1.24
3/1/2021,1,0,1,7,casual,1,3.99,1.24,3.99,2.75
3/1/2021,1,0,1,8,casual,1,3.99,1.24,3.99,2.75
3/1/2021,1,0,1,9,casual,7,3.99,1.24,27.93,26.69
3/1/2021,1,0,1,10,casual,11,3.99,1.24,43.89,42.65
3/1/2021,1,0,1,11,casual,10,3.99,1.24,39.900000000000006,38.660000000000004
3/1/2021,1,0,1,12,casual,13,3.99,1.24,51.870000000000005,50.63
3/1/2021,1,0,1,13,casual,8,3.99,1.24,31.92,30.680000000000003
3/1/2021,1,0,1,14,casual,11,3.99,1.24,43.89,42.65
3/1/2021,1,0,1,15,casual,14,3.99,1.24,55.86,54.62
3/1/2021,1,0,1,16,casual,9,3.99,1.24,35.910000000000004,34.67
3/1/2021,1,0,1,17,casual,11,3.99,1.24,43.89,42.65
3/1/2021,1,0,1,18,casual,9,3.99,1.24,35.910000000000004,34.67
3/1/2021,1,0,1,19,casual,8,3.99,1.24,31.92,30.680000000000003
3/1/2021,1,0,1,20,casual,3,3.99,1.24,11.97,10.73
3/1/2021,1,0,1,21,casual,3,3.99,1.24,11.97,10.73
3/1/2021,1,0,1,22,casual,0,3.99,1.24,0,-1.24
3/1/2021,1,0,1,23,casual,1,3.99,1.24,3.99,2.75
4/1/2021,1,0,2,0,casual,0,3.99,1.24,0,-1.24
4/1/2021,1,0,2,1,casual,0,3.99,1.24,0,-1.24
4/1/2021,1,0,2,2,casual,0,3.99,1.24,0,-1.24
4/1/2021,1,0,2,4,casual,0,3.99,1.24,0,-1.24
4/1/2021,1,0,2,5,casual,0,3.99,1.24,0,-1.24
4/1/2021,1,0,2,6,casual,0,3.99,1.24,0,-1.24
4/1/2021,1,0,2,7,casual,2,3.99,1.24,7.98,6.74
4/1/2021,1,0,2,8,casual,2,3.99,1.24,7.98,6.74
4/1/2021,1,0,2,9,casual,2,3.99,1.24,7.98,6.74
4/1/2021,1,0,2,10,casual,5,3.99,1.24,19.950000000000003,18.710000000000004
4/1/2021,1,0,2,11,casual,7,3.99,1.24,27.93,26.69
4/1/2021,1,0,2,12,casual,12,3.99,1.24,47.88,46.64
4/1/2021,1,0,2,13,casual,18,3.99,1.24,71.82000000000001,70.58000000000001
4/1/2021,1,0,2,14,casual,9,3.99,1.24,35.910000000000004,34.67
4/1/2021,1,0,2,15,casual,17,3.99,1.24,67.83,66.59
4/1/2021,1,0,2,16,casual,15,3.99,1.24,59.85,58.61
4/1/2021,1,0,2,17,casual,10,3.99,1.24,39.900000000000006,38.660000000000004
4/1/2021,1,0,2,18,casual,3,3.99,1.24,11.97,10.73
4/1/2021,1,0,2,19,casual,2,3.99,1.24,7.98,6.74
4/1/2021,1,0,2,20,casual,1,3.99,1.24,3.99,2.75
4/1/2021,1,0,2,21,casual,0,3.99,1.24,0,-1.24
4/1/2021,1,0,2,22,casual,1,3.99,1.24,3.99,2.75
4/1/2021,1,0,2,23,casual,2,3.99,1.24,7.98,6.74
5/1/2021,1,0,3,0,casual,0,3.99,1.24,0,-1.24
5/1/2021,1,0,3,1,casual,0,3.99,1.24,0,-1.24
5/1/2021,1,0,3,2,casual,0,3.99,1.24,0,-1.24
5/1/2021,1,0,3,4,casual,0,3.99,1.24,0,-1.24
5/1/2021,1,0,3,5,casual,0,3.99,1.24,0,-1.24
5/1/2021,1,0,3,6,casual,0,3.99,1.24,0,-1.24
5/1/2021,1,0,3,7,casual,1,3.99,1.24,3.99,2.75
5/1/2021,1,0,3,8,casual,3,3.99,1.24,11.97,10.73
5/1/2021,1,0,3,9,casual,6,3.99,1.24,23.94,22.700000000000003
5/1/2021,1,0,3,10,casual,4,3.99,1.24,15.96,14.72
5/1/2021,1,0,3,11,casual,12,3.99,1.24,47.88,46.64
5/1/2021,1,0,3,12,casual,5,3.99,1.24,19.950000000000003,18.710000000000004
5/1/2021,1,0,3,13,casual,6,3.99,1.24,23.94,22.700000000000003
5/1/2021,1,0,3,14,casual,10,3.99,1.24,39.900000000000006,38.660000000000004
5/1/2021,1,0,3,15,casual,7,3.99,1.24,27.93,26.69
5/1/2021,1,0,3,16,casual,4,3.99,1.24,15.96,14.72
5/1/2021,1,0,3,17,casual,4,3.99,1.24,15.96,14.72
5/1/2021,1,0,3,18,casual,3,3.99,1.24,11.97,10.73
5/1/2021,1,0,3,19,casual,5,3.99,1.24,19.950000000000003,18.710000000000004
5/1/2021,1,0,3,20,casual,7,3.99,1.24,27.93,26.69
5/1/2021,1,0,3,21,casual,3,3.99,1.24,11.97,10.73
5/1/2021,1,0,3,22,casual,1,3.99,1.24,3.99,2.75
5/1/2021,1,0,3,23,casual,1,3.99,1.24,3.99,2.75
6/1/2021,1,0,4,0,casual,0,3.99,1.24,0,-1.24
6/1/2021,1,0,4,1,casual,0,3.99,1.24,0,-1.24
6/1/2021,1,0,4,2,casual,0,3.99,1.24,0,-1.24
6/1/2021,1,0,4,4,casual,0,3.99,1.24,0,-1.24
6/1/2021,1,0,4,5,casual,0,3.99,1.24,0,-1.24
6/1/2021,1,0,4,6,casual,0,3.99,1.24,0,-1.24
6/1/2021,1,0,4,7,casual,0,3.99,1.24,0,-1.24
6/1/2021,1,0,4,8,casual,3,3.99,1.24,11.97,10.73
6/1/2021,1,0,4,9,casual,6,3.99,1.24,23.94,22.700000000000003
6/1/2021,1,0,4,10,casual,3,3.99,1.24,11.97,10.73
6/1/2021,1,0,4,11,casual,2,3.99,1.24,7.98,6.74
6/1/2021,1,0,4,12,casual,6,3.99,1.24,23.94,22.700000000000003
6/1/2021,1,0,4,13,casual,12,3.99,1.24,47.88,46.64
6/1/2021,1,0,4,14,casual,11,3.99,1.24,43.89,42.65
6/1/2021,1,0,4,15,casual,8,3.99,1.24,31.92,30.680000000000003
6/1/2021,1,0,4,16,casual,12,3.99,1.24,47.88,46.64
6/1/2021,1,0,4,17,casual,9,3.99,1.24,35.910000000000004,34.67
6/1/2021,1,0,4,18,casual,5,3.99,1.24,19.950000000000003,18.710000000000004
6/1/2021,1,0,4,19,casual,3,3.99,1.24,11.97,10.73
6/1/2021,1,0,4,20,casual,3,3.99,1.24,11.97,10.73
6/1/2021,1,0,4,21,casual,0,3.99,1.24,0,-1.24
6/1/2021,1,0,4,22,casual,1,3.99,1.24,3.99,2.75
6/1/2021,1,0,4,23,casual,4,3.99,1.24,15.96,14.72
7/1/2021,1,0,5,0,casual,4,3.99,1.24,15.96,14.72
7/1/2021,1,0,5,1,casual,2,3.99,1.24,7.98,6.74
7/1/2021,1,0,5,2,casual,0,3.99,1.24,0,-1.24
7/1/2021,1,0,5,4,casual,0,3.99,1.24,0,-1.24
7/1/2021,1,0,5,5,casual,0,3.99,1.24,0,-1.24
7/1/2021,1,0,5,6,casual,8,3.99,1.24,31.92,30.680000000000003
7/1/2021,1,0,5,7,casual,8,3.99,1.24,31.92,30.680000000000003
7/1/2021,1,0,5,8,casual,20,3.99,1.24,79.80000000000001,78.56000000000002
7/1/2021,1,0,5,9,casual,9,3.99,1.24,35.910000000000004,34.67
7/1/2021,1,0,5,10,casual,16,3.99,1.24,63.84,62.6
7/1/2021,1,0,5,11,casual,19,3.99,1.24,75.81,74.57000000000001
7/1/2021,1,0,5,12,casual,9,3.99,1.24,35.910000000000004,34.67
7/1/2021,1,0,5,13,casual,9,3.99,1.24,35.910000000000004,34.67
7/1/2021,1,0,5,14,casual,7,3.99,1.24,27.93,26.69
7/1/2021,1,0,5,15,casual,9,3.99,1.24,35.910000000000004,34.67
7/1/2021,1,0,5,16,casual,5,3.99,1.24,19.950000000000003,18.710000000000004
7/1/2021,1,0,5,17,casual,9,3.99,1.24,35.910000000000004,34.67
7/1/2021,1,0,5,18,casual,7,3.99,1.24,27.93,26.69
7/1/2021,1,0,5,19,casual,3,3.99,1.24,11.97,10.73
7/1/2021,1,0,5,20,casual,1,3.99,1.24,3.99,2.75
7/1/2021,1,0,5,21,casual,0,3.99,1.24,0,-1.24
7/1/2021,1,0,5,22,casual,2,3.99,1.24,7.98,6.74
7/1/2021,1,0,5,23,casual,1,3.99,1.24,3.99,2.75
8/1/2021,1,0,6,0,casual,1,3.99,1.24,3.99,2.75
8/1/2021,1,0,6,1,casual,1,3.99,1.24,3.99,2.75
8/1/2021,1,0,6,2,casual,3,3.99,1.24,11.97,10.73
8/1/2021,1,0,6,3,casual,0,3.99,1.24,0,-1.24
8/1/2021,1,0,6,4,casual,0,3.99,1.24,0,-1.24
8/1/2021,1,0,6,5,casual,0,3.99,1.24,0,-1.24
8/1/2021,1,0,6,6,casual,0,3.99,1.24,0,-1.24
8/1/2021,1,0,6,7,casual,1,3.99,1.24,3.99,2.75
8/1/2021,1,0,6,8,casual,0,3.99,1.24,0,-1.24
8/1/2021,1,0,6,9,casual,0,3.99,1.24,0,-1.24
8/1/2021,1,0,6,10,casual,5,3.99,1.24,19.950000000000003,18.710000000000004
8/1/2021,1,0,6,11,casual,2,3.99,1.24,7.98,6.74
8/1/2021,1,0,6,12,casual,8,3.99,1.24,31.92,30.680000000000003
8/1/2021,1,0,6,13,casual,7,3.99,1.24,27.93,26.69
8/1/2021,1,0,6,14,casual,12,3.99,1.24,47.88,46.64
8/1/2021,1,0,6,15,casual,5,3.99,1.24,19.950000000000003,18.710000000000004
8/1/2021,1,0,6,16,casual,8,3.99,1.24,31.92,30.680000000000003
8/1/2021,1,0,6,17,casual,5,3.99,1.24,19.950000000000003,18.710000000000004
8/1/2021,1,0,6,18,casual,3,3.99,1.24,11.97,10.73
8/1/2021,1,0,6,19,casual,4,3.99,1.24,15.96,14.72
8/1/2021,1,0,6,20,casual,0,3.99,1.24,0,-1.24
8/1/2021,1,0,6,21,casual,2,3.99,1.24,7.98,6.74
8/1/2021,1,0,6,22,casual,1,3.99,1.24,3.99,2.75
8/1/2021,1,0,6,23,casual,0,3.99,1.24,0,-1.24
9/1/2021,1,0,0,0,casual,1,3.99,1.24,3.99,2.75
9/1/2021,1,0,0,1,casual,0,3.99,1.24,0,-1.24
9/1/2021,1,0,0,2,casual,0,3.99,1.24,0,-1.24
9/1/2021,1,0,0,3,casual,0,3.99,1.24,0,-1.24
9/1/2021,1,0,0,4,casual,0,3.99,1.24,0,-1.24
9/1/2021,1,0,0,5,casual,0,3.99,1.24,0,-1.24
9/1/2021,1,0,0,6,casual,0,3.99,1.24,0,-1.24
9/1/2021,1,0,0,7,casual,1,3.99,1.24,3.99,2.75
9/1/2021,1,0,0,8,casual,0,3.99,1.24,0,-1.24
9/1/2021,1,0,0,9,casual,0,3.99,1.24,0,-1.24
9/1/2021,1,0,0,10,casual,0,3.99,1.24,0,-1.24
9/1/2021,1,0,0,11,casual,2,3.99,1.24,7.98,6.74
9/1/2021,1,0,0,12,casual,4,3.99,1.24,15.96,14.72
9/1/2021,1,0,0,13,casual,6,3.99,1.24,23.94,22.700000000000003
9/1/2021,1,0,0,14,casual,8,3.99,1.24,31.92,30.680000000000003
9/1/2021,1,0,0,15,casual,5,3.99,1.24,19.950000000000003,18.710000000000004
9/1/2021,1,0,0,16,casual,13,3.99,1.24,51.870000000000005,50.63
9/1/2021,1,0,0,17,casual,3,3.99,1.24,11.97,10.73
9/1/2021,1,0,0,18,casual,4,3.99,1.24,15.96,14.72
9/1/2021,1,0,0,19,casual,1,3.99,1.24,3.99,2.75
9/1/2021,1,0,0,20,casual,0,3.99,1.24,0,-1.24
9/1/2021,1,0,0,21,casual,1,3.99,1.24,3.99,2.75
9/1/2021,1,0,0,22,casual,5,3.99,1.24,19.950000000000003,18.710000000000004
9/1/2021,1,0,0,23,casual,0,3.99,1.24,0,-1.24
10/1/2021,1,0,1,0,casual,2,3.99,1.24,7.98,6.74
10/1/2021,1,0,1,1,casual,1,3.99,1.24,3.99,2.75
10/1/2021,1,0,1,2,casual,0,3.99,1.24,0,-1.24
10/1/2021,1,0,1,3,casual,0,3.99,1.24,0,-1.24
10/1/2021,1,0,1,4,casual,1,3.99,1.24,3.99,2.75
10/1/2021,1,0,1,5,casual,0,3.99,1.24,0,-1.24
10/1/2021,1,0,1,6,casual,0,3.99,1.24,0,-1.24
10/1/2021,1,0,1,7,casual,2,3.99,1.24,7.98,6.74
10/1/2021,1,0,1,8,casual,4,3.99,1.24,15.96,14.72
10/1/2021,1,0,1,9,casual,2,3.99,1.24,7.98,6.74
10/1/2021,1,0,1,10,casual,0,3.99,1.24,0,-1.24
10/1/2021,1,0,1,11,casual,2,3.99,1.24,7.98,6.74
10/1/2021,1,0,1,12,casual,5,3.99,1.24,19.950000000000003,18.710000000000004
10/1/2021,1,0,1,13,casual,4,3.99,1.24,15.96,14.72
10/1/2021,1,0,1,14,casual,0,3.99,1.24,0,-1.24
10/1/2021,1,0,1,15,casual,2,3.99,1.24,7.98,6.74
10/1/2021,1,0,1,16,casual,4,3.99,1.24,15.96,14.72
10/1/2021,1,0,1,17,casual,4,3.99,1.24,15.96,14.72
10/1/2021,1,0,1,18,casual,1,3.99,1.24,3.99,2.75
10/1/2021,1,0,1,19,casual,3,3.99,1.24,11.97,10.73
10/1/2021,1,0,1,20,casual,1,3.99,1.24,3.99,2.75
10/1/2021,1,0,1,21,casual,1,3.99,1.24,3.99,2.75
10/1/2021,1,0,1,22,casual,2,3.99,1.24,7.98,6.74
10/1/2021,1,0,1,23,casual,0,3.99,1.24,0,-1.24
11/1/2021,1,0,2,0,casual,2,3.99,1.24,7.98,6.74
11/1/2021,1,0,2,1,casual,0,3.99,1.24,0,-1.24
11/1/2021,1,0,2,2,casual,0,3.99,1.24,0,-1.24
11/1/2021,1,0,2,5,casual,0,3.99,1.24,0,-1.24
11/1/2021,1,0,2,6,casual,0,3.99,1.24,0,-1.24
11/1/2021,1,0,2,7,casual,2,3.99,1.24,7.98,6.74
11/1/2021,1,0,2,8,casual,3,3.99,1.24,11.97,10.73
11/1/2021,1,0,2,9,casual,3,3.99,1.24,11.97,10.73
11/1/2021,1,0,2,10,casual,3,3.99,1.24,11.97,10.73
11/1/2021,1,0,2,11,casual,4,3.99,1.24,15.96,14.72
11/1/2021,1,0,2,12,casual,2,3.99,1.24,7.98,6.74
11/1/2021,1,0,2,13,casual,6,3.99,1.24,23.94,22.700000000000003
11/1/2021,1,0,2,14,casual,3,3.99,1.24,11.97,10.73
11/1/2021,1,0,2,15,casual,2,3.99,1.24,7.98,6.74
11/1/2021,1,0,2,16,casual,4,3.99,1.24,15.96,14.72
11/1/2021,1,0,2,17,casual,6,3.99,1.24,23.94,22.700000000000003
11/1/2021,1,0,2,18,casual,1,3.99,1.24,3.99,2.75
11/1/2021,1,0,2,19,casual,0,3.99,1.24,0,-1.24
11/1/2021,1,0,2,20,casual,0,3.99,1.24,0,-1.24
11/1/2021,1,0,2,21,casual,0,3.99,1.24,0,-1.24
11/1/2021,1,0,2,22,casual,1,3.99,1.24,3.99,2.75
11/1/2021,1,0,2,23,casual,1,3.99,1.24,3.99,2.75
12/1/2021,1,0,3,0,casual,0,3.99,1.24,0,-1.24
12/1/2021,1,0,3,1,casual,0,3.99,1.24,0,-1.24
12/1/2021,1,0,3,2,casual,0,3.99,1.24,0,-1.24
12/1/2021,1,0,3,5,casual,0,3.99,1.24,0,-1.24
12/1/2021,1,0,3,6,casual,0,3.99,1.24,0,-1.24
12/1/2021,1,0,3,7,casual,0,3.99,1.24,0,-1.24
12/1/2021,1,0,3,8,casual,3,3.99,1.24,11.97,10.73
12/1/2021,1,0,3,9,casual,3,3.99,1.24,11.97,10.73
12/1/2021,1,0,3,10,casual,0,3.99,1.24,0,-1.24
12/1/2021,1,0,3,11,casual,3,3.99,1.24,11.97,10.73
12/1/2021,1,0,3,12,casual,3,3.99,1.24,11.97,10.73
12/1/2021,1,0,3,13,casual,0,3.99,1.24,0,-1.24
12/1/2021,1,0,3,14,casual,0,3.99,1.24,0,-1.24
12/1/2021,1,0,3,15,casual,1,3.99,1.24,3.99,2.75
12/1/2021,1,0,3,16,casual,5,3.99,1.24,19.950000000000003,18.710000000000004
12/1/2021,1,0,3,17,casual,0,3.99,1.24,0,-1.24
12/1/2021,1,0,3,18,casual,2,3.99,1.24,7.98,6.74
12/1/2021,1,0,3,19,casual,1,3.99,1.24,3.99,2.75
12/1/2021,1,0,3,20,casual,2,3.99,1.24,7.98,6.74
12/1/2021,1,0,3,21,casual,0,3.99,1.24,0,-1.24
12/1/2021,1,0,3,22,casual,1,3.99,1.24,3.99,2.75
12/1/2021,1,0,3,23,casual,1,3.99,1.24,3.99,2.75
13/1/2021,1,0,4,0,casual,1,3.99,1.24,3.99,2.75
13/1/2021,1,0,4,1,casual,0,3.99,1.24,0,-1.24
13/1/2021,1,0,4,2,casual,0,3.99,1.24,0,-1.24
13/1/2021,1,0,4,3,casual,0,3.99,1.24,0,-1.24
13/1/2021,1,0,4,4,casual,0,3.99,1.24,0,-1.24
13/1/2021,1,0,4,5,casual,0,3.99,1.24,0,-1.24
13/1/2021,1,0,4,6,casual,0,3.99,1.24,0,-1.24
13/1/2021,1,0,4,7,casual,0,3.99,1.24,0,-1.24
13/1/2021,1,0,4,8,casual,5,3.99,1.24,19.950000000000003,18.710000000000004
13/1/2021,1,0,4,9,casual,2,3.99,1.24,7.98,6.74
13/1/2021,1,0,4,10,casual,2,3.99,1.24,7.98,6.74
13/1/2021,1,0,4,11,casual,4,3.99,1.24,15.96,14.72
13/1/2021,1,0,4,12,casual,3,3.99,1.24,11.97,10.73
13/1/2021,1,0,4,13,casual,2,3.99,1.24,7.98,6.74
13/1/2021,1,0,4,14,casual,3,3.99,1.24,11.97,10.73
13/1/2021,1,0,4,15,casual,5,3.99,1.24,19.950000000000003,18.710000000000004
13/1/2021,1,0,4,16,casual,2,3.99,1.24,7.98,6.74
13/1/2021,1,0,4,17,casual,4,3.99,1.24,15.96,14.72
13/1/2021,1,0,4,18,casual,3,3.99,1.24,11.97,10.73
13/1/2021,1,0,4,19,casual,1,3.99,1.24,3.99,2.75
13/1/2021,1,0,4,20,casual,0,3.99,1.24,0,-1.24
13/1/2021,1,0,4,21,casual,0,3.99,1.24,0,-1.24
13/1/2021,1,0,4,22,casual,0,3.99,1.24,0,-1.24
13/1/2021,1,0,4,23,casual,1,3.99,1.24,3.99,2.75
14/1/2021,1,0,5,0,casual,0,3.99,1.24,0,-1.24
14/1/2021,1,0,5,1,casual,0,3.99,1.24,0,-1.24
14/1/2021,1,0,5,2,casual,0,3.99,1.24,0,-1.24
14/1/2021,1,0,5,3,casual,0,3.99,1.24,0,-1.24
14/1/2021,1,0,5,5,casual,0,3.99,1.24,0,-1.24
14/1/2021,1,0,5,6,casual,0,3.99,1.24,0,-1.24
14/1/2021,1,0,5,7,casual,0,3.99,1.24,0,-1.24
14/1/2021,1,0,5,8,casual,2,3.99,1.24,7.98,6.74
14/1/2021,1,0,5,9,casual,0,3.99,1.24,0,-1.24
14/1/2021,1,0,5,10,casual,4,3.99,1.24,15.96,14.72
14/1/2021,1,0,5,11,casual,6,3.99,1.24,23.94,22.700000000000003
14/1/2021,1,0,5,12,casual,2,3.99,1.24,7.98,6.74
14/1/2021,1,0,5,13,casual,4,3.99,1.24,15.96,14.72
14/1/2021,1,0,5,14,casual,5,3.99,1.24,19.950000000000003,18.710000000000004
14/1/2021,1,0,5,15,casual,9,3.99,1.24,35.910000000000004,34.67
14/1/2021,1,0,5,16,casual,3,3.99,1.24,11.97,10.73
14/1/2021,1,0,5,17,casual,4,3.99,1.24,15.96,14.72
14/1/2021,1,0,5,18,casual,5,3.99,1.24,19.950000000000003,18.710000000000004
14/1/2021,1,0,5,19,casual,3,3.99,1.24,11.97,10.73
14/1/2021,1,0,5,20,casual,0,3.99,1.24,0,-1.24
14/1/2021,1,0,5,21,casual,4,3.99,1.24,15.96,14.72
14/1/2021,1,0,5,22,casual,2,3.99,1.24,7.98,6.74
14/1/2021,1,0,5,23,casual,1,3.99,1.24,3.99,2.75
15/1/2021,1,0,6,0,casual,3,3.99,1.24,11.97,10.73
15/1/2021,1,0,6,1,casual,2,3.99,1.24,7.98,6.74
15/1/2021,1,0,6,2,casual,0,3.99,1.24,0,-1.24
15/1/2021,1,0,6,3,casual,1,3.99,1.24,3.99,2.75
15/1/2021,1,0,6,4,casual,0,3.99,1.24,0,-1.24
15/1/2021,1,0,6,5,casual,0,3.99,1.24,0,-1.24
15/1/2021,1,0,6,6,casual,1,3.99,1.24,3.99,2.75
15/1/2021,1,0,6,7,casual,1,3.99,1.24,3.99,2.75
15/1/2021,1,0,6,8,casual,1,3.99,1.24,3.99,2.75
15/1/2021,1,0,6,9,casual,2,3.99,1.24,7.98,6.74
15/1/2021,1,0,6,10,casual,2,3.99,1.24,7.98,6.74
15/1/2021,1,0,6,11,casual,18,3.99,1.24,71.82000000000001,70.58000000000001
15/1/2021,1,0,6,12,casual,15,3.99,1.24,59.85,58.61
15/1/2021,1,0,6,13,casual,21,3.99,1.24,83.79,82.55000000000001
15/1/2021,1,0,6,14,casual,26,3.99,1.24,103.74000000000001,102.50000000000001
15/1/2021,1,0,6,15,casual,21,3.99,1.24,83.79,82.55000000000001
15/1/2021,1,0,6,16,casual,33,3.99,1.24,131.67000000000002,130.43
15/1/2021,1,0,6,17,casual,29,3.99,1.24,115.71000000000001,114.47000000000001
15/1/2021,1,0,6,18,casual,15,3.99,1.24,59.85,58.61
15/1/2021,1,0,6,19,casual,14,3.99,1.24,55.86,54.62
15/1/2021,1,0,6,20,casual,6,3.99,1.24,23.94,22.700000000000003
15/1/2021,1,0,6,21,casual,6,3.99,1.24,23.94,22.700000000000003
15/1/2021,1,0,6,22,casual,0,3.99,1.24,0,-1.24
15/1/2021,1,0,6,23,casual,5,3.99,1.24,19.950000000000003,18.710000000000004
16/1/2021,1,0,0,0,casual,6,3.99,1.24,23.94,22.700000000000003
16/1/2021,1,0,0,1,casual,4,3.99,1.24,15.96,14.72
16/1/2021,1,0,0,2,casual,3,3.99,1.24,11.97,10.73
16/1/2021,1,0,0,3,casual,9,3.99,1.24,35.910000000000004,34.67
16/1/2021,1,0,0,4,casual,0,3.99,1.24,0,-1.24
16/1/2021,1,0,0,5,casual,1,3.99,1.24,3.99,2.75
16/1/2021,1,0,0,6,casual,0,3.99,1.24,0,-1.24
16/1/2021,1,0,0,7,casual,0,3.99,1.24,0,-1.24
16/1/2021,1,0,0,8,casual,0,3.99,1.24,0,-1.24
16/1/2021,1,0,0,9,casual,3,3.99,1.24,11.97,10.73
16/1/2021,1,0,0,10,casual,8,3.99,1.24,31.92,30.680000000000003
16/1/2021,1,0,0,11,casual,23,3.99,1.24,91.77000000000001,90.53000000000002
16/1/2021,1,0,0,12,casual,29,3.99,1.24,115.71000000000001,114.47000000000001
16/1/2021,1,0,0,13,casual,23,3.99,1.24,91.77000000000001,90.53000000000002
16/1/2021,1,0,0,14,casual,22,3.99,1.24,87.78,86.54
16/1/2021,1,0,0,15,casual,35,3.99,1.24,139.65,138.41
16/1/2021,1,0,0,16,casual,22,3.99,1.24,87.78,86.54
16/1/2021,1,0,0,17,casual,23,3.99,1.24,91.77000000000001,90.53000000000002
16/1/2021,1,0,0,18,casual,11,3.99,1.24,43.89,42.65
16/1/2021,1,0,0,19,casual,14,3.99,1.24,55.86,54.62
16/1/2021,1,0,0,20,casual,7,3.99,1.24,27.93,26.69
16/1/2021,1,0,0,21,casual,6,3.99,1.24,23.94,22.700000000000003
16/1/2021,1,0,0,22,casual,2,3.99,1.24,7.98,6.74
16/1/2021,1,0,0,23,casual,0,3.99,1.24,0,-1.24
17/1/2021,1,0,1,0,casual,1,3.99,1.24,3.99,2.75
17/1/2021,1,0,1,1,casual,1,3.99,1.24,3.99,2.75
17/1/2021,1,0,1,2,casual,0,3.99,1.24,0,-1.24
17/1/2021,1,0,1,3,casual,0,3.99,1.24,0,-1.24
17/1/2021,1,0,1,4,casual,1,3.99,1.24,3.99,2.75
